128up	FBgn0176208	FBgn0182597	
CG31740	FBgn0172169	FBgn0195479	
CG31741	FBgn0172174	FBgn0195484	
CG31742	FBgn0172166	FBgn0195476	
CG31743	FBgn0172129	FBgn0195448	
CG31752	FBgn0171970	FBgn0193225	
CG31769	FBgn0169850	FBgn0193430	
CG31773	FBgn0173020	FBgn0194119	
CG31775	FBgn0169638	FBgn0193408	
CG31776	FBgn0166086	FBgn0194624	
CG31777	FBgn0173029	FBgn0194127	
CG31778	FBgn0173030	FBgn0194128	
CG31785	FBgn0172013	FBgn0193264	
CG31787	FBgn0172003	FBgn0193255	
CG31788	FBgn0172004	FBgn0193256	
CG31789	FBgn0172191	FBgn0195498	
CG31797	FBgn0171931	FBgn0193190	
CG31798	FBgn0172250	FBgn0195550	
CG31800	FBgn0171951	FBgn0193207	
CG31802	FBgn0172006	FBgn0193258	
CG31803	FBgn0172043	FBgn0193290	
CG31805	FBgn0172058	FBgn0193304	
CG31812	FBgn0172109	FBgn0195431	
CG31813	FBgn0170066	FBgn0195284	
CG31814	FBgn0180247	FBgn0193464	
CG31815	FBgn0172098	FBgn0195419	
CG31816	FBgn0172096	FBgn0195417	
CG31817	FBgn0172815	FBgn0193335	
CG31819	FBgn0173562	FBgn0195400	
CG31820	FBgn0172828	FBgn0193346	
CG31826	FBgn0169102	FBgn0193354	
CG31835	FBgn0170648	FBgn0195336	
CG31848	FBgn0180551	FBgn0193488	
CG31849	FBgn0180679	FBgn0193496	
CG31851	FBgn0165305	FBgn0195252	
CG31855	FBgn0165391	FBgn0195263	
CG31862	FBgn0181627	FBgn0195200	
CG31869	FBgn0166378	FBgn0193634	
CG31870	FBgn0173644	FBgn0195106	
CG31871	FBgn0173565	FBgn0195096	
CG31875	FBgn0166998	FBgn0193720	
CG31882	FBgn0167300	FBgn0193753	
CG31883	FBgn0172395	FBgn0194986	
CG31886	FBgn0167575	FBgn0193780	
CG31897	FBgn0171864	FBgn0194922	
CG31898	FBgn0171848	FBgn0194916	
CG31907	FBgn0168573	FBgn0193917	
CG31908	FBgn0168582	FBgn0193919	
CG31909	FBgn0171270	FBgn0085966	
CG31910	FBgn0168811	FBgn0193947	
CG31913	FBgn0173478	FBgn0194748	
CG31917	FBgn0172953	FBgn0194064	
CG31918	FBgn0172945	FBgn0194061	
CG3192	FBgn0167502	FBgn0187815	
CG31922	FBgn0171715	FBgn0194468	
CG31924	FBgn0171527	FBgn0194307	
CG31926	FBgn0171734	FBgn0194490	
CG31928	FBgn0171731	FBgn0194488	
CG31933	FBgn0171499	FBgn0194286	
CG31935	FBgn0171516	FBgn0194296	
CG31937	FBgn0171744	FBgn0194498	
CG31948	FBgn0173136	FBgn0194230	
CG31949	FBgn0173237	FBgn0194535	
CG31950	FBgn0173284	FBgn0194581	
CG31952	FBgn0173324	FBgn0194617	
CG31954	FBgn0173051	FBgn0194146	
CG31955	FBgn0173027	FBgn0194125	
CG31957	FBgn0173024	FBgn0194122	
CG31961	FBgn0173015	FBgn0183731	
CG31974	FBgn0171609	FBgn0194377	
CG31975	FBgn0171610	FBgn0194378	
CG31976	FBgn0171612	FBgn0194379	
CG3198	FBgn0167503	FBgn0187816	
CG3199	FBgn0179018	FBgn0190461	
CG31997	FBgn0178099	FBgn0195732	
CG31998	FBgn0178095	FBgn0189396	
CG32000	FBgn0178107	FBgn0195738	
CG32016	FBgn0167950	FBgn0195711	
CG32022	FBgn0179782	FBgn0184690	
CG32023	FBgn0179775	FBgn0184684	
CG32024	FBgn0179956	FBgn0185819	
CG32032	FBgn0179979	FBgn0185841	
CG32036	FBgn0179727	FBgn0184642	
CG32037	FBgn0179726	FBgn0184641	
CG32038	FBgn0180011	FBgn0185871	
CG32039	FBgn0179994	FBgn0185857	
CG32040	FBgn0179993	FBgn0185856	
CG32043	FBgn0180013	FBgn0185873	
CG32052	FBgn0180047	FBgn0185905	
CG32053	FBgn0179685	FBgn0184600	
CG32054	FBgn0179684	FBgn0184599	
CG32055	FBgn0179678	FBgn0184593	
CG32061	FBgn0180070	FBgn0185928	
CG32066	FBgn0179665	FBgn0184580	
CG32068	FBgn0180082	FBgn0185940	
CG32069	FBgn0179645	FBgn0184559	
CG32071	FBgn0179636	FBgn0184550	
CG32075	FBgn0179644	FBgn0184558	
CG32079	FBgn0180099	FBgn0185957	
CG32081	FBgn0180100	FBgn0185958	
CG32082	FBgn0180115	FBgn0185974	
CG32085	FBgn0179588	FBgn0184513	
CG32086	FBgn0179599	FBgn0184523	
CG32087	FBgn0180155	FBgn0186011	
CG32088	FBgn0180154	FBgn0186010	
CG3209	FBgn0173207	FBgn0183571	
CG32095	FBgn0179567	FBgn0184499	
CG32100	FBgn0180195	FBgn0186052	
CG32102	FBgn0174286	FBgn0189470	
CG32103	FBgn0179523	FBgn0184450	
CG32104	FBgn0179525	FBgn0184452	
CG32105	FBgn0180198	FBgn0186056	
CG32106	FBgn0179494	FBgn0184427	
CG32107	FBgn0179488	FBgn0184418	
CG32109	FBgn0180226	FBgn0186083	
CG32111	FBgn0180218	FBgn0186075	
CG32112	FBgn0180225	FBgn0186082	
CG32113	FBgn0180228	FBgn0186085	
CG32115	FBgn0179484	FBgn0184414	
CG32117	FBgn0179485	FBgn0184416	
CG32119	FBgn0179470	FBgn0184399	
CG32121	FBgn0179459	FBgn0184392	
CG3213	FBgn0173049	FBgn0194144	
CG32137	FBgn0180294	FBgn0186146	
CG32138	FBgn0180308	FBgn0186160	
CG3214	FBgn0173119	FBgn0194214	
CG32141	FBgn0180315	FBgn0186166	
CG32147	FBgn0179363	FBgn0184298	
CG32148	FBgn0180357	FBgn0186201	
CG3215	FBgn0170496	FBgn0196390	
CG32150	FBgn0179324	FBgn0184260	
CG3216	FBgn0170679	FBgn0196550	
CG32161	FBgn0180519	FBgn0186348	
CG32163	FBgn0180502	FBgn0186328	
CG32170	FBgn0180526	FBgn0189193	
CG32174	FBgn0179196	FBgn0184137	
CG32176	FBgn0180554	FBgn0186383	
CG32182	FBgn0180574	FBgn0186401	
CG32187	FBgn0179171	FBgn0184107	
CG32191	FBgn0179170	FBgn0184106	
CG32192	FBgn0169880	FBgn0186414	
CG32195	FBgn0169886	FBgn0186420	
CG32196	FBgn0169862	FBgn0184076	
CG32198	FBgn0169893	FBgn0186425	
CG32199	FBgn0169902	FBgn0186433	
CG32202	FBgn0169908	FBgn0186438	
CG32204	FBgn0169829	FBgn0184048	
CG32206	FBgn0173787	FBgn0184020	
CG32219	FBgn0170217	FBgn0188780	
CG3222	FBgn0180020	FBgn0185880	
CG32221	FBgn0174559	FBgn0186504	
CG32225	FBgn0177099	FBgn0183937	
CG32228	FBgn0174393	FBgn0186542	
CG3223	FBgn0165938	FBgn0191446	
CG32230	FBgn0177365	FBgn0186741	
CG32232	FBgn0168867	FBgn0184940	
CG32235	FBgn0168871	FBgn0184946	
CG32237	FBgn0168872	FBgn0184947	
CG32238	FBgn0169595	FBgn0185554	
CG3224	FBgn0167504	FBgn0187814	
CG32240	FBgn0168907	FBgn0184981	
CG32241	FBgn0168901	FBgn0184977	
CG32243	FBgn0168893	FBgn0184967	
CG32246	FBgn0169593	FBgn0185551	
CG32248	FBgn0169585	FBgn0185545	
CG32249	FBgn0169584	FBgn0185544	
CG3225	FBgn0172980	FBgn0194087	
CG32250	FBgn0169573	FBgn0185535	
CG32259	FBgn0169541	FBgn0185508	
CG3226	FBgn0167505	FBgn0187817	
CG32260	FBgn0169549	FBgn0185515	
CG32262	FBgn0168967	FBgn0185035	
CG32263	FBgn0168966	FBgn0185034	
CG32264	FBgn0168972	FBgn0185040	
CG32266	FBgn0169506	FBgn0185478	
CG32267	FBgn0168978	FBgn0185044	
CG32269	FBgn0168995	FBgn0185057	
CG32270	FBgn0168994	FBgn0185056	
CG32271	FBgn0169000	FBgn0189153	
CG32276	FBgn0169001	FBgn0185062	
CG32277	FBgn0168998	FBgn0185059	
CG32278	FBgn0169463	FBgn0185440	
CG32280	FBgn0169461	FBgn0185438	
CG32281	FBgn0169462	FBgn0185439	
CG32284	FBgn0169466	FBgn0185442	
CG32298	FBgn0169049	FBgn0185105	
CG32299	FBgn0169051	FBgn0185106	
CG32302	FBgn0169403	FBgn0185384	
CG32313	FBgn0169131	FBgn0185179	
CG32319	FBgn0169140	FBgn0185187	
CG32333	FBgn0169319	FBgn0185312	
CG32335	FBgn0169157	FBgn0185203	
CG32344	FBgn0169209	FBgn0196998	
CG32365	FBgn0179864	FBgn0185731	
CG32368	FBgn0174292	FBgn0185736	
CG32379	FBgn0169761	FBgn0185709	
CG3238	FBgn0166076	FBgn0194149	
CG32388	FBgn0168729	FBgn0184819	
CG3239	FBgn0167580	FBgn0187886	
CG32391	FBgn0168725	FBgn0184815	
CG32392	FBgn0168747	FBgn0184831	
CG32395	FBgn0168762	FBgn0184839	
CG32396	FBgn0169709	FBgn0185656	
CG32406	FBgn0169658	FBgn0185613	
CG32407	FBgn0169655	FBgn0185609	
CG32409	FBgn0169652	FBgn0185606	
CG32413	FBgn0168818	FBgn0184891	
CG32425	FBgn0177174	FBgn0186569	
CG32428	FBgn0177080	FBgn0183918	
CG32432	FBgn0177051	FBgn0183892	
CG32436	FBgn0177232	FBgn0186626	
CG32437	FBgn0177233	FBgn0186627	
CG32440	FBgn0177234	FBgn0186628	
CG32441	FBgn0177256	FBgn0189199	
CG32442	FBgn0177003	FBgn0183848	
CG32444	FBgn0177262	FBgn0186654	
CG32445	FBgn0177264	FBgn0186655	
CG32447	FBgn0176989	FBgn0183834	
CG32448	FBgn0176979	FBgn0183822	
CG32450	FBgn0177311	FBgn0186698	
CG32452	FBgn0177336	FBgn0186720	
CG32457	FBgn0174395	FBgn0189500	
CG32459	FBgn0176946	FBgn0183790	
CG3246	FBgn0166078	FBgn0194150	
CG32461	FBgn0176941	FBgn0183786	
CG32479	FBgn0169287	FBgn0185291	
CG32485	FBgn0169448	FBgn0185429	
CG32486	FBgn0169017	FBgn0185075	
CG32487	FBgn0169021	FBgn0185078	
CG32488	FBgn0169022	FBgn0185079	
CG32506	FBgn0177904	FBgn0189043	
CG3251	FBgn0172985	FBgn0194093	
CG3253	FBgn0173215	FBgn0187130	
CG32533	FBgn0172448	FBgn0195794	
CG32536	FBgn0177620	FBgn0187251	
CG32537	FBgn0177621	FBgn0187252	
CG32547	FBgn0177685	FBgn0187297	
CG32548	FBgn0177687	FBgn0187300	
CG32549	FBgn0177689	FBgn0187301	
CG32551	FBgn0177769	FBgn0188953	
CG32554	FBgn0177719	FBgn0187323	
CG32557	FBgn0177718	FBgn0187322	
CG32563	FBgn0168426	FBgn0188896	
CG32564	FBgn0168425	FBgn0188895	
CG32568	FBgn0175425	FBgn0188865	
CG3257	FBgn0173216	FBgn0187132	
CG32573	FBgn0168385	FBgn0188854	
CG32576	FBgn0168345	FBgn0187419	
CG32579	FBgn0168356	FBgn0188837	
CG32590	FBgn0166974	FBgn0187492	
CG32591	FBgn0166956	FBgn0187485	
CG32599	FBgn0172574	FBgn0188733	
CG3262	FBgn0173708	FBgn0193037	
CG32625	FBgn0172498	FBgn0195850	
CG32631	FBgn0172523	FBgn0196128	
CG32633	FBgn0172524	FBgn0196129	
CG32638	FBgn0166457	FBgn0187557	
CG32643	FBgn0166537	FBgn0188665	
CG32645	FBgn0166547	FBgn0188673	
CG32647	FBgn0166476	FBgn0187566	
CG32649	FBgn0166470	FBgn0187562	
CG32650	FBgn0166471	FBgn0187564	
CG32655	FBgn0168080	FBgn0187583	
CG32667	FBgn0166208	FBgn0187644	
CG32668	FBgn0166202	FBgn0195871	
CG3267	FBgn0175778	FBgn0182193	
CG32676	FBgn0166236	FBgn0068618	
CG32679	FBgn0166263	FBgn0187679	
CG32681	FBgn0166261	FBgn0187676	
CG32683	FBgn0166259	FBgn0187674	
CG32686	FBgn0166262	FBgn0187678	
CG32687	FBgn0166252	FBgn0187671	
CG32695	FBgn0166287	FBgn0195889	
CG32698	FBgn0166331	FBgn0188543	
CG32699	FBgn0166300	FBgn0187696	
CG3270	FBgn0175774	FBgn0189437	
CG32700	FBgn0166305	FBgn0083446	
CG3271	FBgn0175769	FBgn0182189	
CG32712	FBgn0176269	FBgn0085929	
CG32718	FBgn0172447	FBgn0188445	
CG32720	FBgn0172376	FBgn0187783	
CG32727	FBgn0172431	FBgn0188428	
CG32732	FBgn0172398	FBgn0083445	
CG32736	FBgn0172408	FBgn0188414	
CG32750	FBgn0167528	FBgn0187837	
CG32751	FBgn0167527	FBgn0187836	
CG32758	FBgn0167559	FBgn0187865	
CG32762	FBgn0167579	FBgn0187885	
CG3277	FBgn0173311	FBgn0194607	
CG32772	FBgn0167312	FBgn0188302	
CG32773	FBgn0167625	FBgn0187924	
CG32791	FBgn0167656	FBgn0187948	
CG32793	FBgn0174153	FBgn0188218	
CG32795	FBgn0173758	FBgn0187975	
CG32801	FBgn0173840	FBgn0188019	
CG32803	FBgn0173841	FBgn0188021	
CG32806	FBgn0174069	FBgn0196049	
CG32808	FBgn0173874	FBgn0195963	
CG3281	FBgn0180912	FBgn0192087	
CG32812	FBgn0174026	FBgn0196034	
CG32813	FBgn0174035	FBgn0196037	
CG32814	FBgn0173904	FBgn0188055	
CG32815	FBgn0174002	FBgn0187406	
CG32816	FBgn0173947	FBgn0188097	
CG32832	FBgn0172060	FBgn0193306	
CG32834	FBgn0170514	FBgn0186876	
CG32845	FBgn0169211	FBgn0197000	
CG32846	FBgn0169024	FBgn0185081	
CG3285	FBgn0173317	FBgn0194611	
CG32850	FBgn0181646	FBgn0195741	
CG32856	FBgn0180596	FBgn0191788	
CG3288	FBgn0177196	FBgn0186587	
CG3294	FBgn0173396	FBgn0194685	
CG32944	FBgn0165649	FBgn0191171	
CG32945	FBgn0165641	FBgn0191160	
CG3295	FBgn0170675	FBgn0196546	
CG32983	FBgn0172117	FBgn0194948	
CG32986	FBgn0172084	FBgn0194945	
CG32987	FBgn0172095	FBgn0194946	
CG32988	FBgn0172106	FBgn0194947	
CG33003	FBgn0173377	FBgn0194670	
CG3301	FBgn0170006	FBgn0191474	
CG33012	FBgn0176251	FBgn0182630	
CG33051	FBgn0179198	FBgn0184139	
CG33052	FBgn0179197	FBgn0184138	
CG33054	FBgn0177032	FBgn0183874	
CG33056	FBgn0177031	FBgn0183873	
CG33057	FBgn0179803	FBgn0184716	
CG3306	FBgn0180023	FBgn0185882	
CG33060	FBgn0180479	FBgn0186306	
CG33061	FBgn0180478	FBgn0186305	
CG3308	FBgn0170007	FBgn0191477	
CG33080	FBgn0167560	FBgn0187868	
CG33082	FBgn0174011	FBgn0188145	
CG3309	FBgn0167583	FBgn0187891	
CG33090	FBgn0170456	FBgn0195323	
CG33093	FBgn0178505	FBgn0189974	
CG33096	FBgn0172710	FBgn0192625	
CG33098	FBgn0178889	FBgn0190340	
CG33107	FBgn0178500	FBgn0189969	
CG33109	FBgn0180727	FBgn0191913	
CG33110	FBgn0181297	FBgn0192419	
CG33111	FBgn0178402	FBgn0189879	
CG33116	FBgn0172271	FBgn0195569	
CG33120	FBgn0171969	FBgn0193224	
CG33123	FBgn0173050	FBgn0194145	
CG33125	FBgn0173115	FBgn0194207	
CG33128	FBgn0171733	FBgn0194489	
CG3313	FBgn0180902	FBgn0192077	
CG33136	FBgn0174773	FBgn0196667	
CG33137	FBgn0176329	FBgn0182709	
CG33138	FBgn0176328	FBgn0182708	
CG33140	FBgn0175818	FBgn0182233	
CG33144	FBgn0175379	FBgn0197237	
CG33145	FBgn0175279	FBgn0197151	
CG33155	FBgn0178124	FBgn0182754	
CG33158	FBgn0180494	FBgn0186321	
CG33159	FBgn0168999	FBgn0185060	
CG33160	FBgn0168997	FBgn0185058	
CG33169	FBgn0177344	FBgn0186727	
CG33170	FBgn0177345	FBgn0186728	
CG33172	FBgn0177450	FBgn0188803	
CG33177	FBgn0166996	FBgn0188756	
CG33178	FBgn0166997	FBgn0188757	
CG33181	FBgn0176549	FBgn0188487	
CG33189	FBgn0181164	FBgn0192303	
CG33203	FBgn0167215	FBgn0189553	
CG3321	FBgn0179026	FBgn0190468	
CG33213	FBgn0171231	FBgn0189596	
CG33217	FBgn0174396	FBgn0186738	
CG33228	FBgn0166743	FBgn0196241	
CG33229	FBgn0169245	FBgn0185268	
CG3323	FBgn0167590	FBgn0195925	
CG33232	FBgn0169416	FBgn0185399	
CG33233	FBgn0169429	FBgn0185411	
CG33234	FBgn0169430	FBgn0185412	
CG33253	FBgn0177815	FBgn0188981	
CG33257	FBgn0180483	FBgn0186310	
CG33258	FBgn0180438	FBgn0186273	
CG33259	FBgn0180382	FBgn0186221	
CG3326	FBgn0173061	FBgn0194159	
CG33260	FBgn0179395	FBgn0184330	
CG33262	FBgn0180260	FBgn0186116	
CG33263	FBgn0179458	FBgn0184391	
CG33275	FBgn0169783	FBgn0185724	
CG33276	FBgn0168673	FBgn0184765	
CG33278	FBgn0169765	FBgn0185713	
CG3328	FBgn0173220	FBgn0183577	
CG33281	FBgn0173314	FBgn0194609	
CG33282	FBgn0173315	FBgn0194610	
CG33284	FBgn0177211	FBgn0186606	
CG33286	FBgn0177043	FBgn0183887	
CG33288	FBgn0177236	FBgn0186630	
CG33290	FBgn0177253	FBgn0186644	
CG33298	FBgn0172385	FBgn0194985	
CG33299	FBgn0174451	FBgn0194998	
CG3330	FBgn0174127	FBgn0189623	
CG33301	FBgn0172801	FBgn0195030	
CG33303	FBgn0166642	FBgn0193673	
CG33306	FBgn0169968	FBgn0193446	
CG33307	FBgn0169972	FBgn0193447	
CG3332	FBgn0173064	FBgn0194162	
CG33322	FBgn0178172	FBgn0193102	
CG33325	FBgn0181178	FBgn0192311	
CG33331	FBgn0179053	FBgn0190490	
CG33332	FBgn0179054	FBgn0190491	
CG33333	FBgn0170152	FBgn0190663	
CG33339	FBgn0181445	FBgn0192548	
CG33340	FBgn0181446	FBgn0192549	
CG33341	FBgn0181448	FBgn0192551	
CG33346	FBgn0167667	FBgn0192813	
CG3335	FBgn0180027	FBgn0185884	
CG3337	FBgn0170011	FBgn0191481	
CG3338	FBgn0173005	FBgn0194112	
CG3345	FBgn0171640	FBgn0194403	
CG33453	FBgn0174731	FBgn0196632	
CG33454	FBgn0174732	FBgn0196633	
CG33458	FBgn0176580	FBgn0182952	
CG33459	FBgn0176582	FBgn0182953	
CG33460	FBgn0176514	FBgn0182891	
CG33462	FBgn0176515	FBgn0182892	
CG33463	FBgn0174995	FBgn0196875	
CG33465	FBgn0175003	FBgn0196882	
CG33467	FBgn0175043	FBgn0196923	
CG33468	FBgn0175083	FBgn0196956	
CG33469	FBgn0175084	FBgn0196957	
CG3347	FBgn0173309	FBgn0194605	
CG33474	FBgn0176096	FBgn0197261	
CG33475	FBgn0175409	FBgn0197264	
CG33476	FBgn0175410	FBgn0197265	
CG3348	FBgn0165061	FBgn0189625	
CG33483	FBgn0167061	FBgn0188340	
CG33489	FBgn0179602	FBgn0184526	
CG3349	FBgn0180351	FBgn0186196	
CG33493	FBgn0179664	FBgn0184579	
CG33506	FBgn0175056	FBgn0196935	
CG33509	FBgn0178148	FBgn0193080	
CG33510	FBgn0178149	FBgn0193081	
CG33511	FBgn0178150	FBgn0193083	
CG33514	FBgn0169576	FBgn0185537	
CG33521	FBgn0167960	FBgn0195760	
CG3353	FBgn0170012	FBgn0191482	
CG33543	FBgn0171488	FBgn0194274	
CG3355	FBgn0173390	FBgn0194679	
CG33557	FBgn0166341	FBgn0188544	
CG3356	FBgn0173226	FBgn0183583	
CG3358	FBgn0175788	FBgn0182206	
CG3362	FBgn0173225	FBgn0183582	
CG33626	FBgn0176265	FBgn0182644	
CG33627	FBgn0176266	FBgn0182645	
CG3363	FBgn0173222	FBgn0183579	
CG33630	FBgn0178722	FBgn0190186	
CG33631	FBgn0178723	FBgn0190187	
CG33635	FBgn0171605	FBgn0194372	
CG33639	FBgn0177700	FBgn0195992	
CG33640	FBgn0165521	FBgn0195272	
CG33641	FBgn0165532	FBgn0195273	
CG33642	FBgn0165543	FBgn0195274	
CG33644	FBgn0165565	FBgn0195275	
CG33645	FBgn0174433	FBgn0195276	
CG33647	FBgn0169932	FBgn0186462	
CG33648	FBgn0170552	FBgn0195329	
CG33649	FBgn0169991	FBgn0193449	
CG33671	FBgn0175231	FBgn0197107	
CG33672	FBgn0175230	FBgn0197106	
CG33673	FBgn0171493	FBgn0194278	
CG33679	FBgn0170821	FBgn0195351	
CG3368	FBgn0165335	FBgn0186808	
CG33695	FBgn0173887	FBgn0195145	
CG33696	FBgn0180033	FBgn0185888	
CG33700	FBgn0179719	FBgn0184634	
CG33702	FBgn0179720	FBgn0184635	
CG33703	FBgn0179721	FBgn0184636	
CG33704	FBgn0170704	FBgn0183290	
CG33710	FBgn0170111	FBgn0188779	
CG33713	FBgn0177500	FBgn0187168	
CG33714	FBgn0177499	FBgn0187167	
CG33722	FBgn0178574	FBgn0190045	
CG33723	FBgn0167389	FBgn0193762	
CG33725	FBgn0180205	FBgn0186063	
CG3376	FBgn0166790	FBgn0183587	
CG33764	FBgn0168920	FBgn0184990	
CG33766	FBgn0177325	FBgn0186708	
CG33768	FBgn0177326	FBgn0186709	
CG33769	FBgn0177327	FBgn0186710	
CG33770	FBgn0177328	FBgn0186711	
CG33771	FBgn0177329	FBgn0186712	
CG33772	FBgn0176960	FBgn0183803	
CG33773	FBgn0167849	FBgn0192981	
CG33774	FBgn0175486	FBgn0181852	
CG33775	FBgn0175235	FBgn0197111	
CG33783	FBgn0178724	FBgn0190188	
CG33784	FBgn0178725	FBgn0190189	
CG33786	FBgn0174670	FBgn0196573	
CG33791	FBgn0169352	FBgn0189170	
CG33792	FBgn0176293	FBgn0182670	
CG33798	FBgn0176318	FBgn0182698	
CG33912	FBgn0177063	FBgn0183905	
CG33914	FBgn0175707	FBgn0182052	
CG33919	FBgn0176439	FBgn0182095	
CG33927	FBgn0165635	FBgn0191155	
CG33928	FBgn0172041	FBgn0193289	
CG33932	FBgn0177859	FBgn0189017	
CG33934	FBgn0172601	FBgn0190838	
CG3394	FBgn0166792	FBgn0183589	
CG33958	FBgn0174804	FBgn0196702	
CG33964	FBgn0176223	FBgn0068671	
CG33969	FBgn0177093	FBgn0183931	
CG33970	FBgn0165268	FBgn0192718	
CG33981	FBgn0174832	FBgn0196732	
CG33985	FBgn0179347	FBgn0184283	
CG33986	FBgn0179348	FBgn0184284	
CG33988	FBgn0166741	FBgn0196239	
CG33995	FBgn0173427	FBgn0189455	
CG33998	FBgn0176789	FBgn0183155	
CG34001	FBgn0180076	FBgn0185934	
CG34005	FBgn0176716	FBgn0183082	
CG34007	FBgn0178218	FBgn0195609	
CG34008	FBgn0178047	FBgn0191534	
CG34010	FBgn0168139	FBgn0193850	
CG34011	FBgn0173474	FBgn0194744	
CG34012	FBgn0179634	FBgn0184548	
CG34015	FBgn0168329	FBgn0187409	
CG34021	FBgn0176242	FBgn0182621	
CG34025	FBgn0169023	FBgn0185080	
CG34026	FBgn0166316	FBgn0196097	
CG34029	FBgn0170593	FBgn0196469	
CG34030	FBgn0168723	FBgn0184814	
CG34033	FBgn0176035	FBgn0182451	
CG34034	FBgn0178563	FBgn0190030	
CG34038	FBgn0166867	FBgn0183659	
CG34039	FBgn0180326	FBgn0186174	
CG34040	FBgn0170600	FBgn0196475	
CG34041	FBgn0167818	FBgn0192951	
CG34043	FBgn0166798	FBgn0193689	
CG34045	FBgn0176825	FBgn0183194	
CG34049	FBgn0173150	FBgn0194243	
CG34050	FBgn0180095	FBgn0185954	
CG34051	FBgn0171891	FBgn0193149	
CG34054	FBgn0175309	FBgn0186919	
CG3407	FBgn0173025	FBgn0194123	
CG3408	FBgn0179724	FBgn0184639	
CG3409	FBgn0175740	FBgn0182082	
CG3419	FBgn0166799	FBgn0183594	
CG3420	FBgn0175735	FBgn0182076	
CG3430	FBgn0171171	FBgn0194823	
CG3436	FBgn0171632	FBgn0194397	
CG3437	FBgn0179731	FBgn0184645	
CG3446	FBgn0167514	FBgn0195918	
CG3448	FBgn0179733	FBgn0184647	
CG3473	FBgn0169683	FBgn0193413	
CG3476	FBgn0171191	FBgn0194829	
CG3483	FBgn0166800	FBgn0183596	
CG3491	FBgn0170745	FBgn0195345	
CG3492	FBgn0166801	FBgn0183597	
CG3493	FBgn0170472	FBgn0196369	
CG3494	FBgn0166802	FBgn0183598	
CG3499	FBgn0170521	FBgn0196411	
CG3500	FBgn0170474	FBgn0196371	
CG3501	FBgn0170522	FBgn0196412	
CG3502	FBgn0170476	FBgn0196372	
CG3505	FBgn0179041	FBgn0190479	
CG3509	FBgn0179043	FBgn0190481	
CG3511	FBgn0166818	FBgn0183614	
CG3513	FBgn0173037	FBgn0194133	
CG3515	FBgn0173127	FBgn0194221	
CG3517	FBgn0181756	FBgn0191592	
CG3520	FBgn0170465	FBgn0196363	
CG3526	FBgn0174151	FBgn0196060	
CG3527	FBgn0167288	FBgn0188285	
CG3528	FBgn0173128	FBgn0194222	
CG3529	FBgn0180010	FBgn0185870	
CG3530	FBgn0170466	FBgn0196364	
CG3532	FBgn0178858	FBgn0190313	
CG3534	FBgn0170114	FBgn0190632	
CG3544	FBgn0171679	FBgn0194436	
CG3546	FBgn0167290	FBgn0188287	
CG3548	FBgn0166823	FBgn0183619	
CG3552	FBgn0180012	FBgn0185872	
CG3556	FBgn0167284	FBgn0188281	
CG3557	FBgn0173139	FBgn0194232	
CG3558	FBgn0173292	FBgn0194587	
CG3565	FBgn0166824	FBgn0183620	
CG3568	FBgn0167286	FBgn0188283	
CG3570	FBgn0166825	FBgn0183621	
CG3581	FBgn0181762	FBgn0191598	
CG3587	FBgn0174085	FBgn0188183	
CG3588	FBgn0174152	FBgn0063992	
CG3589	FBgn0166840	FBgn0183636	
CG3590	FBgn0170312	FBgn0191736	
CG3592	FBgn0174154	FBgn0063995	
CG3597	FBgn0173141	FBgn0194234	
CG3598	FBgn0174155	FBgn0188219	
CG3603	FBgn0174162	FBgn0188222	
CG3604	FBgn0173032	FBgn0194130	
CG3608	FBgn0166828	FBgn0183624	
CG3609	FBgn0173140	FBgn0194233	
CG3610	FBgn0179051	FBgn0190488	
CG3611	FBgn0166843	FBgn0183638	
CG3618	FBgn0177054	FBgn0183895	
CG3621	FBgn0174104	FBgn0188193	
CG3625	FBgn0171595	FBgn0194363	
CG3626	FBgn0167279	FBgn0188277	
CG3630	FBgn0174103	FBgn0188192	
CG3631	FBgn0179052	FBgn0190489	
CG3632	FBgn0168350	FBgn0188835	
CG3634	FBgn0177055	FBgn0183896	
CG3640	FBgn0166830	FBgn0183627	
CG3645	FBgn0171601	FBgn0194367	
CG3649	FBgn0170878	FBgn0183455	
CG3650	FBgn0166846	FBgn0183642	
CG3651	FBgn0171074	FBgn0195694	
CG3652	FBgn0173003	FBgn0194110	
CG3655	FBgn0173902	FBgn0188053	
CG3663	FBgn0166832	FBgn0183628	
CG3669	FBgn0167863	FBgn0192993	
CG3679	FBgn0168351	FBgn0188836	
CG3680	FBgn0177192	FBgn0186583	
CG3683	FBgn0166833	FBgn0183629	
CG3687	FBgn0176555	FBgn0187100	
CG3689	FBgn0180006	FBgn0185866	
CG3690	FBgn0173908	FBgn0188059	
CG3698	FBgn0177056	FBgn0183897	
CG3699	FBgn0173909	FBgn0188060	
CG3700	FBgn0170886	FBgn0183462	
CG3702	FBgn0173008	FBgn0183727	
CG3703	FBgn0173912	FBgn0188061	
CG3704	FBgn0173913	FBgn0188064	
CG3709	FBgn0171606	FBgn0194373	
CG3711	FBgn0173916	FBgn0188065	
CG3713	FBgn0173921	FBgn0188069	
CG3714	FBgn0173014	FBgn0183730	
CG3719	FBgn0173881	FBgn0188040	
CG3726	FBgn0167387	FBgn0188355	
CG3731	FBgn0179055	FBgn0190492	
CG3732	FBgn0170548	FBgn0196431	
